,id,yr_sold,garage_area,year_built,full_bath,year_remod/add,fireplaces,overall_cond,lot_area,lot_frontage,neighborhood,bldg_type,kitchen_qual,saleprice
314,1824,2007,349,1962,1,1962,1,5,13673,40,Sawyer,1Fam,TA,143900
315,2918,2006,286,1970,1,1970,0,5,1533,21,MeadowV,Twnhs,TA,87550
316,49,2010,576,2005,2,2005,1,5,7658,61,NridgHt,TwnhsE,Ex,319900
317,2332,2006,675,2006,2,2006,1,5,12292,63,StoneBr,1Fam,Gd,356383
318,826,2009,702,2007,2,2007,0,5,11923,122,CollgCr,1Fam,Ex,239000
319,1108,2008,783,1993,2,1994,1,5,10010,91,NoRidge,1Fam,Gd,287500
320,2041,2007,660,1941,1,1950,0,6,12358,0,OldTown,1Fam,TA,128500
321,57,2010,433,2004,2,2004,1,5,8577,63,Gilbert,1Fam,Gd,185088
322,520,2009,625,2008,2,2008,0,5,8640,72,Somerst,1Fam,Gd,229800
323,2305,2007,288,1984,1,1984,0,6,10447,62,Mitchel,1Fam,TA,124500
324,2533,2006,504,1968,1,1968,0,5,9600,80,NAmes,1Fam,TA,142000
325,2852,2006,216,1920,1,1950,0,8,4899,69,SWISU,1Fam,TA,149000
326,1198,2008,506,1973,2,1973,0,5,9246,87,NWAmes,Duplex,TA,135000
327,1681,2007,440,1976,2,1976,1,5,4928,0,NPkVill,TwnhsE,TA,128000
328,1773,2007,546,1992,3,1993,1,5,12692,0,NoRidge,1Fam,Gd,430000
329,1825,2007,686,1968,1,1968,0,7,7476,84,Sawyer,1Fam,TA,145000
330,2208,2007,552,1910,2,2003,1,6,5362,53,Crawfor,1Fam,TA,139000
331,1646,2007,477,1984,3,2003,1,7,12090,78,NWAmes,1Fam,TA,178000
332,1060,2008,1150,2005,2,2006,1,5,12539,96,NridgHt,1Fam,Ex,460000
333,748,2009,441,1916,2,1994,0,6,11888,0,BrkSide,1Fam,Gd,214500
334,2846,2006,0,1916,2,1995,0,8,7082,0,SWISU,2fmCon,TA,160000
335,493,2009,390,1999,2,1999,1,5,8755,0,Gilbert,1Fam,Gd,214000
336,694,2009,162,1935,1,1998,0,8,4080,68,OldTown,1Fam,Gd,128900
337,2283,2007,1356,1961,1,1975,1,4,32463,0,Mitchel,2fmCon,TA,168000
338,1800,2007,880,2007,2,2007,1,5,12217,112,Somerst,1Fam,Ex,310013
339,1632,2007,461,1986,1,1986,0,5,3696,0,StoneBr,TwnhsE,Gd,170000
340,2624,2006,286,1959,1,1959,0,5,7560,70,NAmes,1Fam,TA,133700
341,2197,2007,180,1923,1,1996,2,7,10592,55,Crawfor,1Fam,Gd,165000
342,1045,2008,264,1971,1,1971,0,3,1680,21,BrDale,TwnhsE,TA,89500
343,2549,2006,264,1958,1,1958,0,5,10382,75,NAmes,2fmCon,TA,140000
344,2829,2006,380,2004,2,2004,0,5,2522,24,Edwards,Twnhs,Gd,134000
345,2480,2006,462,1992,2,1993,0,5,9370,70,SawyerW,1Fam,Gd,248500
346,2724,2006,364,1965,0,2001,0,9,10246,0,Sawyer,1Fam,TA,145000
347,2352,2006,434,1975,2,1975,1,6,11475,85,NWAmes,1Fam,TA,179900
348,1783,2007,895,2006,2,2007,1,5,9986,75,Somerst,1Fam,Gd,147000
349,338,2010,576,1991,1,1991,0,5,10475,63,Mitchel,1Fam,TA,136000
350,196,2010,576,1940,1,1950,2,6,6000,50,BrkSide,1Fam,TA,128000
351,762,2009,220,1946,1,2001,0,9,4280,50,Sawyer,1Fam,Fa,88750
352,151,2010,305,1955,1,1955,0,6,10895,119,NAmes,1Fam,TA,122500
353,158,2010,330,1948,1,1950,1,5,17503,78,NAmes,1Fam,TA,97500
354,2572,2006,430,1963,1,1963,0,7,9723,109,NAmes,1Fam,TA,135000
355,1686,2007,774,2007,2,2007,1,5,11694,90,NridgHt,1Fam,Gd,314813
356,943,2009,0,1915,1,1982,0,2,8470,105,IDOTRR,1Fam,Fa,85000
357,735,2009,624,1937,1,2000,0,9,6000,50,BrkSide,1Fam,TA,134900
358,2741,2006,288,1955,1,1999,0,8,10519,70,Edwards,1Fam,Gd,137000
359,1106,2008,839,1995,2,1995,1,6,10437,91,NoRidge,1Fam,Gd,350000
360,2375,2006,300,1967,1,1975,1,7,7514,65,NAmes,1Fam,TA,145000
361,1701,2007,814,2005,2,2006,1,5,13654,118,NridgHt,1Fam,Ex,418000
362,2657,2006,250,1920,1,1950,0,4,5747,48,OldTown,1Fam,Fa,64000
363,907,2009,281,1932,1,2000,0,5,4500,55,SWISU,1Fam,TA,159434
364,1777,2007,852,2007,2,2007,1,5,11830,91,Somerst,1Fam,Gd,260261
365,164,2010,720,1952,2,1952,0,4,8520,71,NAmes,1Fam,TA,166000
366,1973,2007,288,1962,1,1962,1,5,6760,66,NAmes,1Fam,TA,130000
367,2857,2006,240,1941,1,1950,0,4,6191,51,SWISU,1Fam,TA,112000
368,1208,2008,525,1963,2,1963,0,6,8700,80,NAmes,1Fam,TA,155000
369,319,2010,680,2009,2,2010,1,5,12003,92,Timber,1Fam,Ex,269500
370,2567,2006,441,1964,1,1964,2,5,12700,0,NAmes,1Fam,TA,172000
371,2222,2007,240,1940,1,1984,2,6,13125,75,Crawfor,1Fam,TA,219500
372,2493,2006,484,1963,1,1963,0,6,8638,0,Sawyer,1Fam,TA,133500
373,1757,2007,400,2000,2,2000,1,5,9967,76,Gilbert,1Fam,TA,170000
374,184,2010,288,1900,2,2003,0,9,9600,60,OldTown,1Fam,Gd,150000
375,1248,2008,400,1953,1,1953,0,5,12774,0,NAmes,1Fam,TA,130000
376,2574,2006,796,1959,1,1959,1,6,8163,70,NAmes,1Fam,TA,143000
377,1215,2008,451,1961,1,1961,0,5,9900,90,NAmes,1Fam,TA,140000
378,1614,2007,516,1973,2,1973,2,6,13651,95,NAmes,1Fam,TA,244000
379,2039,2007,288,1920,1,1996,0,7,7200,60,IDOTRR,1Fam,Fa,101000
380,2669,2006,624,1958,1,1958,0,5,9750,65,OldTown,1Fam,TA,125000
381,1005,2008,460,1998,2,1998,1,5,11184,73,Gilbert,1Fam,TA,183000
382,753,2009,0,1912,1,1950,0,6,5520,92,OldTown,1Fam,TA,104000
383,1275,2008,280,1954,1,1954,0,7,6390,64,NAmes,1Fam,TA,112500
384,2350,2006,612,1980,2,1980,1,6,10240,79,NWAmes,1Fam,TA,207500
385,2762,2006,576,2005,2,2005,1,5,9316,78,CollgCr,1Fam,Gd,225000
386,2788,2006,297,1972,1,1972,0,8,7200,60,CollgCr,1Fam,TA,119900
387,2384,2006,874,2006,2,2006,0,5,12228,108,NridgHt,1Fam,Gd,293000
388,2716,2006,440,1968,2,1993,1,6,10335,78,Sawyer,1Fam,TA,180000
389,313,2010,888,1976,1,1976,0,5,12328,0,Mitchel,1Fam,TA,169900
390,84,2010,539,1978,2,1978,0,5,8930,68,Sawyer,Duplex,TA,112000
391,81,2010,480,1984,2,1985,0,5,9672,81,SawyerW,1Fam,TA,152000
392,2389,2006,670,2005,2,2006,1,5,13975,120,NridgHt,1Fam,Ex,300000
393,280,2010,672,1976,1,1976,1,5,7819,94,Edwards,1Fam,TA,107000
394,190,2010,560,1885,2,1950,0,6,11340,60,OldTown,2fmCon,TA,122500
395,2371,2006,264,1972,1,1972,0,5,1680,21,BrDale,Twnhs,TA,89000
396,213,2010,231,1940,1,1950,0,5,6001,65,SWISU,1Fam,TA,95000
397,1864,2007,412,1968,1,1968,0,6,11700,78,NWAmes,1Fam,TA,143450
398,37,2010,751,2009,2,2010,1,5,12858,102,NridgHt,1Fam,Ex,376162
399,146,2010,461,1960,1,1960,2,5,9300,73,NAmes,1Fam,TA,167500
400,809,2009,528,1979,0,1979,2,5,7018,64,SawyerW,Duplex,TA,153337
401,767,2009,300,1925,2,1950,0,6,6629,54,Edwards,1Fam,TA,103600
402,262,2010,308,1976,1,1976,0,6,10650,75,CollgCr,1Fam,TA,128200
403,101,2010,440,2000,2,2000,0,5,2117,0,Somerst,Twnhs,Gd,177500
404,48,2010,756,2002,2,2002,1,5,13650,105,NridgHt,1Fam,Gd,320000
405,489,2009,394,2000,2,2000,1,5,8433,42,Gilbert,1Fam,TA,190000
406,2369,2006,0,1971,1,1971,0,5,1680,21,BrDale,Twnhs,TA,91500
407,707,2009,256,1954,2,1954,0,4,6000,50,OldTown,2fmCon,Gd,93000
408,1556,2008,250,1920,1,1950,0,4,8500,50,IDOTRR,1Fam,TA,40000
409,2034,2007,0,1914,1,2006,0,7,6882,60,IDOTRR,1Fam,Gd,127000
410,308,2010,330,1896,1,1950,0,7,8712,66,IDOTRR,1Fam,TA,50138
411,2176,2007,504,1976,1,1976,1,7,7917,0,Edwards,1Fam,TA,148000
412,1549,2008,924,1940,1,1955,1,6,6900,71,IDOTRR,1Fam,TA,120500
413,909,2009,240,1940,2,1950,1,7,9900,60,SWISU,1Fam,TA,139500
414,892,2009,768,2007,2,2008,1,5,13286,86,Edwards,1Fam,Ex,320000
415,2045,2007,498,1937,1,1980,2,8,12888,107,Sawyer,1Fam,TA,219000
416,2927,2006,484,1983,1,1983,0,5,8885,0,Mitchel,1Fam,TA,131000
417,1732,2007,440,2006,2,2006,1,5,8857,62,Gilbert,1Fam,Gd,171925
418,998,2008,404,1996,2,1997,0,5,14137,53,Gilbert,1Fam,Gd,177900
419,2203,2007,228,1921,1,1950,1,7,6720,53,Crawfor,1Fam,TA,141500
420,356,2009,440,1998,2,1999,1,5,7500,60,Gilbert,1Fam,TA,191000
421,2475,2006,576,2004,1,2004,0,5,13072,63,SawyerW,1Fam,Gd,158000
422,2264,2007,870,2006,2,2007,1,5,10656,67,Timber,1Fam,Gd,248900
423,2201,2007,240,1937,1,1950,2,7,7200,60,SWISU,1Fam,Gd,175000
424,2545,2006,299,1965,2,2000,2,7,8800,80,NAmes,2fmCon,Gd,185900
425,2660,2006,320,1914,1,1970,2,7,10800,60,OldTown,1Fam,TA,163000
426,2882,2006,0,1951,2,1951,0,6,9000,50,IDOTRR,2fmCon,TA,115000
427,1379,2008,484,1978,1,1978,1,5,13014,80,Sawyer,1Fam,TA,157500
428,491,2009,658,1999,2,1999,1,5,15896,0,Gilbert,1Fam,Gd,245000
429,1002,2008,462,1993,2,1993,1,5,5395,41,StoneBr,TwnhsE,Gd,180000
430,1848,2007,480,2004,2,2004,0,5,5105,0,Somerst,TwnhsE,Gd,148800
431,1455,2008,577,2002,2,2002,1,5,9473,75,CollgCr,1Fam,Gd,237000
432,908,2009,246,1920,1,1950,0,5,8400,60,SWISU,1Fam,Fa,60000
433,1490,2008,504,1976,1,1976,0,5,12102,64,Edwards,1Fam,TA,165000
434,1465,2008,596,2003,2,2003,1,5,10905,41,CollgCr,1Fam,Gd,240000
435,1627,2007,420,1992,2,1993,0,5,9556,0,Gilbert,1Fam,Gd,160000
436,2849,2006,440,1945,1,1950,0,6,6430,58,SWISU,2fmCon,TA,128000
437,1501,2008,0,1955,2,1955,0,5,6040,65,Edwards,Duplex,Fa,82000
438,626,2009,542,1966,2,2008,2,8,14695,80,NAmes,1Fam,Gd,256000
439,722,2009,324,1920,1,1988,0,9,9000,50,OldTown,1Fam,TA,143000
440,2260,2007,433,2006,2,2007,0,5,8368,67,Timber,1Fam,Gd,231713
441,1639,2007,828,1969,1,1990,0,5,41600,195,Gilbert,2fmCon,TA,155000
442,1603,2008,264,1983,1,1983,0,7,6490,59,Mitchel,1Fam,TA,128500
443,1520,2008,312,1921,2,1950,1,8,7290,60,SWISU,1Fam,TA,168000
444,1665,2007,484,1972,1,2004,0,9,7472,0,NAmes,1Fam,Gd,184000
445,2635,2006,0,1962,1,1962,0,5,7000,70,NAmes,2fmCon,TA,124000
446,581,2009,615,1970,2,1970,1,6,11717,0,NWAmes,1Fam,TA,185000
447,2435,2006,504,2000,2,2000,1,5,11194,106,Gilbert,1Fam,Gd,230500
448,2799,2006,555,1998,2,1998,1,5,11250,90,CollgCr,1Fam,Gd,227000
449,883,2009,540,2005,2,2005,0,5,8633,64,CollgCr,1Fam,Gd,173500
450,2537,2006,326,1968,1,1968,0,6,8400,70,NAmes,1Fam,TA,140000
451,1120,2008,480,2006,2,2007,1,5,10037,87,Somerst,1Fam,Gd,247000
452,774,2009,504,1978,1,1978,1,5,8014,0,Sawyer,1Fam,TA,149900
453,1447,2008,528,1978,1,1978,0,6,12250,0,CollgCr,1Fam,TA,158000
454,104,2010,496,2003,2,2003,0,5,2403,0,Somerst,TwnhsE,Gd,147110
455,2694,2006,198,1937,2,1950,1,6,8600,50,IDOTRR,1Fam,TA,119500
456,920,2009,440,1940,1,1950,2,6,13680,60,Crawfor,1Fam,TA,205000
457,1951,2007,0,1895,1,1999,0,9,10800,60,OldTown,1Fam,Gd,148000
458,9,2010,608,1995,2,1996,1,5,5389,39,StoneBr,TwnhsE,Gd,236500
459,2848,2006,240,1938,2,1950,0,5,10890,60,SWISU,1Fam,Fa,137000
460,614,2009,330,1955,1,1955,0,5,9768,68,NAmes,1Fam,TA,122000
461,1736,2007,436,2007,2,2007,0,5,8993,73,Gilbert,1Fam,Gd,176485
462,2686,2006,210,1925,1,1950,0,5,11672,50,BrkSide,1Fam,TA,109000
463,2257,2007,286,1998,1,1998,1,5,9763,0,GrnHill,TwnhsE,Gd,330000
464,1284,2008,308,2008,1,2008,0,5,9836,56,OldTown,1Fam,TA,143000
465,1765,2007,806,1998,2,1998,1,5,10557,89,NoRidge,1Fam,Gd,410000
466,1811,2007,471,1994,2,1994,0,5,8462,70,SawyerW,1Fam,Gd,201000
467,2603,2006,648,1910,1,1950,1,4,10818,60,OldTown,1Fam,TA,80000
468,2220,2007,180,1945,2,2002,1,8,7259,61,Crawfor,1Fam,Gd,259500
469,2273,2007,452,2003,3,2004,1,5,11800,0,Timber,1Fam,Gd,279900
470,163,2010,305,1959,1,1994,0,7,7500,75,NAmes,1Fam,Gd,154000
471,2116,2007,389,1958,2,2006,2,7,159000,0,ClearCr,1Fam,Gd,277000
472,2734,2006,215,1942,1,1950,2,5,6488,62,Edwards,1Fam,TA,128000
473,426,2009,890,2007,2,2007,1,5,14230,110,NridgHt,1Fam,Gd,256300
474,2216,2007,231,1930,2,2003,1,6,7810,110,Crawfor,1Fam,Gd,188000
475,2900,2006,765,2002,2,2002,1,5,14331,85,Timber,1Fam,Gd,312500
476,97,2010,480,2004,2,2005,0,5,3182,30,Somerst,TwnhsE,Gd,151000
477,1680,2007,440,1971,1,1971,0,5,1920,24,BrDale,TwnhsE,TA,122500
478,1133,2008,542,2003,2,2003,0,5,10110,68,SawyerW,1Fam,Gd,188000
479,2761,2006,638,2005,2,2006,0,5,10984,91,CollgCr,1Fam,Gd,209700
480,1642,2007,724,2006,1,2006,1,5,14082,85,StoneBr,1Fam,Gd,441929
481,1141,2008,474,1993,2,1994,0,5,8480,50,SawyerW,1Fam,Gd,163000
482,2118,2007,444,1966,2,2007,0,8,12205,0,ClearCr,1Fam,Gd,187500
483,870,2009,521,1999,2,2000,1,5,15750,90,CollgCr,1Fam,Gd,220000
484,1875,2007,308,1967,1,1993,0,6,8050,70,NAmes,1Fam,Gd,127000
485,155,2010,392,1955,1,2007,1,7,7200,60,NAmes,1Fam,TA,107500
486,1318,2008,0,1914,2,2001,1,6,6300,35,OldTown,1Fam,TA,128000
487,1285,2008,504,1925,1,2004,0,5,5232,30,OldTown,1Fam,TA,73000
488,2400,2006,874,2003,2,2004,1,5,11846,72,NridgHt,1Fam,Ex,374000
489,1068,2008,746,2001,2,2002,1,5,16900,130,NridgHt,1Fam,Gd,421250
490,361,2009,389,1992,2,1993,1,5,9636,0,Gilbert,1Fam,TA,178000
491,1493,2008,588,1972,2,1972,0,5,10012,90,Edwards,1Fam,TA,137500
492,1110,2008,691,1994,2,1994,1,5,14303,91,NoRidge,1Fam,Gd,301500
493,911,2009,180,1935,1,1950,1,6,5707,43,SWISU,1Fam,TA,105000
494,2535,2006,504,1968,1,2004,1,7,9360,78,NAmes,1Fam,Gd,157500
495,2030,2007,216,1901,1,1950,0,3,5680,40,OldTown,1Fam,TA,117000
496,2634,2006,336,1962,1,1962,0,6,7000,70,NAmes,1Fam,TA,105000
497,1530,2008,240,1936,1,1950,0,5,10480,51,SWISU,1Fam,TA,115000
498,435,2009,834,2008,2,2008,1,5,11578,95,NridgHt,1Fam,Ex,360000
499,812,2009,400,1979,2,1979,0,5,7018,64,SawyerW,Duplex,TA,118858
500,1202,2008,484,1966,1,2000,0,8,9130,0,NWAmes,1Fam,Gd,173000
501,666,2009,320,1890,1,1998,0,5,10800,60,OldTown,1Fam,TA,78500
502,1751,2007,440,2004,2,2004,1,5,8244,62,Gilbert,1Fam,Gd,183500
503,705,2009,576,1953,1,1953,0,4,6000,60,OldTown,2fmCon,TA,93000
504,1744,2007,630,2003,2,2003,1,5,3621,0,Blmngtn,TwnhsE,Gd,226500
505,357,2009,380,1993,2,1994,1,7,7837,59,Gilbert,1Fam,TA,178000
506,2133,2007,558,2003,2,2003,0,5,10665,72,CollgCr,1Fam,Gd,226000
507,989,2009,898,1969,1,1969,1,7,10457,70,Mitchel,1Fam,TA,173000
508,562,2009,360,1965,1,1965,1,5,8281,60,Sawyer,1Fam,TA,62383
509,1054,2008,858,2008,2,2008,1,5,14948,67,NridgHt,1Fam,Ex,446261
510,2850,2006,312,1926,1,1997,2,8,7000,43,SWISU,1Fam,Gd,160000
511,1082,2008,668,2004,2,2004,1,5,3940,0,Blmngtn,TwnhsE,Gd,219990
512,1440,2008,577,1999,2,2000,0,5,9382,93,CollgCr,1Fam,Gd,191000
513,2006,2007,308,1925,1,1994,1,7,6854,55,BrkSide,1Fam,TA,136500
514,2082,2007,308,1958,1,1994,0,5,11515,0,Edwards,1Fam,Gd,80000
515,2344,2006,786,1988,2,1988,0,5,13837,0,NWAmes,1Fam,Gd,229000
516,248,2010,574,1993,2,1994,1,5,9938,80,SawyerW,1Fam,Gd,236000
517,2276,2007,932,2006,2,2007,1,5,12633,85,Timber,1Fam,Ex,392000
518,755,2009,316,1927,2,1950,0,5,6876,57,IDOTRR,1Fam,TA,149000
519,1178,2008,846,1998,2,1999,1,5,3951,36,Somerst,TwnhsE,Ex,345000
520,2636,2006,624,1900,2,2005,0,8,9856,62,OldTown,1Fam,TA,169000
521,2077,2007,336,1946,1,1950,0,5,17808,84,Edwards,1Fam,TA,109900
522,2930,2006,650,1993,2,1994,1,5,9627,74,Mitchel,1Fam,TA,188000
523,737,2009,280,1939,1,1950,1,6,6000,50,BrkSide,1Fam,TA,132500
524,837,2009,440,1994,1,1994,0,7,9757,65,CollgCr,1Fam,TA,143000
525,2086,2007,256,1951,1,1951,0,6,9280,58,Edwards,1Fam,TA,125000
526,2385,2006,1085,2005,2,2005,1,5,14780,120,NridgHt,1Fam,Ex,415000
527,189,2010,528,1910,1,1950,0,7,7740,60,OldTown,1Fam,TA,125500
528,635,2009,338,1958,2,1988,1,6,9600,80,NAmes,1Fam,TA,139000
529,432,2009,842,2008,2,2008,1,5,13478,97,NridgHt,1Fam,Ex,451950
530,900,2009,0,1959,2,1959,0,5,10926,65,Edwards,Duplex,TA,119900
531,966,2009,471,2001,2,2002,0,5,6853,0,Timber,1Fam,Gd,220000
532,1612,2007,525,1971,2,1971,1,6,10667,85,NAmes,1Fam,TA,167300
533,904,2009,256,1941,1,1950,2,6,8212,45,Edwards,1Fam,TA,122000
534,2487,2006,504,1963,2,1963,0,5,9100,70,Sawyer,Duplex,TA,125000
535,1304,2008,288,1957,1,1957,0,6,6000,50,OldTown,1Fam,TA,112500
536,2112,2007,578,2005,2,2006,0,5,9316,78,CollgCr,1Fam,Gd,191000
537,1244,2008,288,1958,1,1958,0,7,9464,75,NAmes,1Fam,TA,136000
538,843,2009,546,1998,2,1998,0,5,10400,80,CollgCr,1Fam,Gd,197900
539,2689,2006,255,1910,1,2003,0,8,5310,59,OldTown,1Fam,Gd,117000
540,2753,2006,632,2006,2,2006,0,5,7406,64,CollgCr,1Fam,Gd,194000
541,1169,2008,545,2001,1,2001,1,5,4538,0,Somerst,TwnhsE,Gd,285000
542,1376,2008,0,1940,2,1999,0,7,10106,62,Edwards,2fmCon,TA,127500
543,2503,2006,590,1992,2,2000,1,5,13346,0,NoRidge,1Fam,Gd,268000
544,1987,2007,342,1900,2,1950,0,8,9639,57,OldTown,1Fam,TA,137000
545,1190,2008,578,1967,2,1967,1,7,15387,0,NWAmes,1Fam,Gd,215000
546,1930,2007,336,1955,1,1955,0,5,10050,75,NAmes,1Fam,TA,129500
547,2677,2006,240,1936,1,1950,0,4,6240,0,BrkSide,1Fam,TA,115000
548,1256,2008,288,1925,1,1950,0,8,7506,45,OldTown,1Fam,TA,114000
549,2484,2006,384,1966,1,1966,0,4,8900,0,SawyerW,1Fam,TA,107000
550,1253,2008,336,1947,1,1950,0,5,8480,80,NAmes,1Fam,TA,118500
551,1337,2008,208,1929,1,1950,1,7,6000,50,BrkSide,1Fam,TA,120000
552,1788,2007,484,2005,2,2005,0,5,8847,74,Somerst,1Fam,Gd,260000
553,141,2010,308,1959,1,1959,0,5,8050,0,NAmes,1Fam,TA,136000
554,1669,2007,480,1971,1,1971,0,5,8294,70,NAmes,1Fam,TA,123000
555,1366,2008,0,1920,1,1950,0,7,7920,0,IDOTRR,1Fam,Fa,89500
556,52,2010,430,2005,2,2005,0,5,18494,100,Gilbert,1Fam,Gd,199500
557,1380,2008,408,1966,1,1966,0,7,7162,0,Sawyer,1Fam,TA,109900
558,919,2009,282,1926,1,2004,2,9,10918,53,Crawfor,1Fam,Gd,234000
559,2804,2006,420,2004,1,2004,1,5,4435,37,CollgCr,TwnhsE,Gd,155900
560,782,2009,304,1957,1,1989,2,5,11250,0,ClearCr,1Fam,TA,161500
561,956,2009,525,1958,1,1958,1,6,14375,0,Timber,1Fam,Gd,137500
562,187,2010,0,1910,2,1950,0,3,9045,100,OldTown,2fmCon,Fa,76500
563,2074,2007,521,1988,2,1989,1,5,10029,97,ClearCr,1Fam,TA,211000
564,1039,2008,511,1998,2,1999,0,5,4060,34,NAmes,TwnhsE,Gd,181000
565,1210,2008,490,1966,1,1966,0,7,9020,82,NAmes,1Fam,TA,174900
566,2710,2006,564,1966,1,1966,2,6,11777,96,Sawyer,1Fam,TA,164500
567,44,2010,532,2004,2,2004,0,5,10171,70,NridgHt,1Fam,Gd,214000
568,1026,2008,489,1980,2,1988,1,6,10400,80,NWAmes,1Fam,TA,185000
569,1343,2008,336,1929,1,1950,0,7,6240,52,BrkSide,1Fam,TA,123000
570,2248,2007,486,1979,2,1979,1,6,12150,0,Mitchel,1Fam,Gd,183500
571,1849,2007,492,1999,2,2000,0,5,2645,24,Somerst,Twnhs,Gd,174000
572,2076,2007,649,1953,2,1953,1,5,22692,0,Edwards,1Fam,TA,130000
573,2641,2006,546,1925,1,1990,1,7,9600,60,OldTown,1Fam,Ex,178000
574,5,2010,482,1997,2,1998,1,5,13830,74,Gilbert,1Fam,TA,189900
575,878,2009,420,2003,1,2004,0,5,4435,0,CollgCr,TwnhsE,Gd,144000
576,1548,2008,432,1930,1,2007,0,8,5890,0,IDOTRR,1Fam,TA,120500
577,841,2009,672,1994,1,1995,0,5,10859,112,CollgCr,1Fam,TA,145000
578,1621,2007,499,2000,2,2000,0,5,5330,41,StoneBr,TwnhsE,Ex,251000
579,218,2010,0,1968,2,1968,0,5,10778,72,Sawyer,Duplex,TA,136500
580,1504,2008,0,1955,2,1955,0,5,6845,74,Edwards,Duplex,TA,82500
581,946,2009,280,1910,1,1950,0,4,21780,109,IDOTRR,1Fam,TA,57625
582,455,2009,484,2007,2,2008,1,5,10307,80,NridgHt,TwnhsE,Gd,212500
583,2906,2006,402,1998,2,1998,0,5,4500,32,Mitchel,Twnhs,TA,164000
584,2878,2006,384,1957,2,1957,0,5,9060,75,IDOTRR,1Fam,Gd,139000
585,1173,2008,462,1999,2,2000,0,5,2160,24,Somerst,Twnhs,Gd,160000
586,985,2009,698,1992,1,1993,1,6,7669,70,Mitchel,1Fam,TA,149000
587,975,2009,288,1968,1,1968,0,6,9858,62,Mitchel,1Fam,TA,130000
588,202,2010,480,1921,2,1950,0,6,10300,50,OldTown,1Fam,TA,140000
589,528,2009,517,2008,2,2009,1,5,8125,65,Somerst,1Fam,Gd,264500
590,2579,2006,299,1957,1,1957,1,5,14850,69,NAmes,1Fam,TA,141000
591,1841,2007,569,2006,1,2007,0,5,4274,35,Somerst,TwnhsE,Gd,199900
592,591,2009,630,1977,2,1977,1,5,9650,80,NWAmes,1Fam,TA,167900
593,1897,2007,572,1960,1,1987,2,6,14585,0,NAmes,1Fam,Gd,181900
594,70,2010,750,2008,2,2008,0,5,9000,75,Somerst,1Fam,Gd,262500
595,590,2009,520,1977,1,1992,2,7,13774,0,NWAmes,1Fam,Gd,230000
596,1172,2008,506,1999,2,2000,1,5,5119,50,Somerst,TwnhsE,Gd,328900
597,1714,2007,554,2005,2,2005,0,5,9254,71,NridgHt,1Fam,Gd,232698
598,829,2009,810,2008,2,2008,0,5,10324,95,CollgCr,1Fam,Gd,221800
599,1397,2008,627,1941,1,1973,0,7,8375,63,Sawyer,1Fam,Gd,152400
600,877,2009,451,2000,2,2001,1,5,9750,75,CollgCr,1Fam,Gd,213000
601,2477,2006,449,2005,2,2005,0,5,7632,74,SawyerW,1Fam,Gd,184900
602,2871,2006,375,1953,1,1953,2,5,15750,90,Crawfor,2fmCon,TA,157000
603,2489,2006,576,1962,1,2002,1,6,9240,0,Sawyer,1Fam,TA,144000
604,1655,2007,478,1979,2,1999,1,5,10400,80,NWAmes,1Fam,TA,192350
605,1891,2007,440,1966,2,1966,1,6,8800,80,NAmes,1Fam,TA,163500
606,1419,2008,514,1990,2,1990,1,5,11839,86,SawyerW,1Fam,Gd,262280
607,1473,2008,532,2002,2,2003,0,5,9135,70,CollgCr,1Fam,Gd,214000
608,2868,2006,470,1956,1,2004,1,7,14115,90,Crawfor,1Fam,Ex,230000
609,1695,2007,947,2006,2,2006,1,5,14154,109,NridgHt,1Fam,Gd,280000
610,2244,2007,720,1957,1,1980,0,6,6565,65,IDOTRR,1Fam,TA,140000
611,169,2010,442,1966,1,1966,1,5,7700,70,NAmes,1Fam,TA,155000
612,2670,2006,0,1918,1,1950,0,3,4761,63,IDOTRR,1Fam,Fa,64500
613,247,2010,1017,1993,2,1993,1,7,12361,87,SawyerW,1Fam,Gd,218000
614,2137,2007,576,1977,2,1977,1,7,9720,72,CollgCr,1Fam,TA,160000
615,1794,2007,598,2007,2,2007,0,5,8640,72,Somerst,1Fam,Gd,208900
616,1498,2008,624,1959,3,1996,2,7,47007,123,Edwards,1Fam,Ex,284700
617,1164,2008,540,2007,2,2007,0,5,3180,30,Somerst,TwnhsE,Gd,146000
618,1179,2008,500,1996,1,1996,2,5,14963,38,Veenker,TwnhsE,Ex,245500
619,1340,2008,160,1926,1,1950,0,7,5000,50,BrkSide,1Fam,TA,113000
620,436,2009,932,2004,2,2005,2,5,16870,129,NridgHt,1Fam,Gd,296000
621,1636,2007,676,2005,2,2006,1,5,14157,86,StoneBr,1Fam,Gd,377426
622,421,2009,786,2006,2,2007,1,5,12456,96,NridgHt,1Fam,Ex,337500
623,457,2009,949,2004,2,2005,1,5,14836,100,NridgHt,1Fam,Ex,552000
624,2834,2006,265,1948,1,1950,0,7,6956,56,Edwards,1Fam,TA,97900
625,517,2009,676,2009,2,2009,0,5,7862,75,Somerst,1Fam,Gd,208300
626,1566,2008,816,1996,2,1997,1,5,11050,0,Mitchel,1Fam,Gd,213000
627,1439,2008,527,1998,2,1999,0,5,8924,57,CollgCr,1Fam,Gd,188000
628,2577,2006,488,1958,1,1958,1,6,9610,0,NAmes,1Fam,TA,162000
629,2241,2007,282,1950,1,1950,0,5,13710,75,IDOTRR,1Fam,TA,152000
